,State_2004,Party_2004,Electors_2004,Votes_2004,Turnout_2004,Margin_2004,Margin %_2004,State_2009,Party_2009,Electors_2009,Votes_2009,Turnout_2009,Margin_2009,Margin %_2009,State_2014,Party_2014,Electors_2014,Votes_2014,Turnout_2014,Margin_2014,Margin %_2014,State_2019,Party_2019,Electors_2019,Votes_2019,Turnout_2019,Margin_2019,Margin %_2019,State_2024,Party_2024,Electors_2024,Votes_2024,Turnout_2024,Margin_2024,Margin %_2024
Koraput,12,4,1139590.0,735544.0,64.5,43267.0,5.9,12,12,1217768.0,759610.0,62.4,96360.0,12.7,12,12,1300437.0,989444.0,76.1,19328.0,2.0,12,4,1385228.0,1080161.0,80.6,3613.0,0.3,12,4,1480922.0,1148842.0,77.6,147744.0,12.9
Kota,2,2,1327073.0,578740.0,43.6,71778.0,12.4,2,4,1498971.0,682181.0,45.5,83093.0,12.2,2,2,1744539.0,1154960.0,66.2,200782.0,17.4,2,2,1900514.0,1367034.0,72.6,279677.0,20.5,2,2,2088023.0,1500157.0,71.9,41974.0,2.8
Kottayam,20,10,963886.0,703486.0,73.0,42914.0,6.1,20,39,1095242.0,809844.0,73.9,71570.0,8.8,20,39,1161463.0,831636.0,71.6,120599.0,14.5,20,39,1168104.0,910339.0,78.6,106259.0,11.7,20,25,1254823.0,836223.0,66.6,87266.0,10.4
Krishnagiri,9,19,1252580.0,737744.0,58.9,119222.0,16.2,9,19,1014758.0,752583.0,74.2,76598.0,10.2,9,36,1379957.0,1068391.0,77.4,206591.0,19.3,9,4,1482269.0,1161369.0,79.7,156765.0,13.5,9,4,1623179.0,1166156.0,71.8,192486.0,16.5
Kurukshetra,6,4,1161933.0,850680.0,73.2,160190.0,18.8,6,4,1166684.0,875415.0,75.0,118729.0,13.6,6,2,1498459.0,1135892.0,75.8,129736.0,11.4,6,2,1579115.0,1230202.0,78.1,384591.0,31.3,6,2,1794300.0,1205872.0,67.2,29021.0,2.4
Lakhimpur,15,20,1126632.0,800101.0,71.0,28148.0,3.5,15,4,1332518.0,909812.0,68.3,44572.0,4.9,15,2,1430994.0,1111975.0,77.7,292138.0,26.3,15,2,1621466.0,1283589.0,80.1,350551.0,27.3,15,2,1577234.0,1211214.0,76.8,201257.0,16.6
Lalganj,1,1,1558349.0,763526.0,49.0,42731.0,5.6,1,3,1509536.0,659042.0,43.7,39948.0,6.1,1,2,1661483.0,898655.0,54.1,63086.0,7.0,1,3,1733044.0,960568.0,55.7,161597.0,16.8,1,1,1838882.0,1003438.0,54.6,115023.0,11.5
Latur,3,2,1293202.0,820746.0,63.5,30891.0,3.8,3,4,1509987.0,829585.0,54.9,7975.0,1.0,3,2,1682607.0,1057156.0,62.8,253395.0,24.0,3,2,1802702.0,1176542.0,65.6,289111.0,24.6,3,4,1977042.0,1239079.0,62.7,61881.0,5.0
Lohardaga,19,4,906666.0,467336.0,51.5,90255.0,19.3,19,2,981666.0,522402.0,53.2,8283.0,1.6,19,2,1119144.0,651460.0,58.2,6489.0,1.0,19,2,1187646.0,817550.0,69.8,10363.0,1.3,19,4,1441302.0,967125.0,67.1,139138.0,14.4
Lucknow,1,2,1639922.0,578501.0,35.3,218375.0,37.7,1,2,1653123.0,587772.0,35.6,40901.0,7.0,1,2,1949956.0,1033783.0,53.0,272749.0,26.4,1,2,1939448.0,1116445.0,58.0,347302.0,31.1,1,2,2172171.0,1136892.0,52.3,135159.0,11.9
Ludhiana,8,22,1560468.0,869922.0,55.8,29540.0,3.4,8,4,1309308.0,846277.0,64.6,113706.0,13.4,8,4,1561201.0,1100457.0,70.5,19709.0,1.8,8,4,1641976.0,1046955.0,64.4,76372.0,7.3,8,4,1758614.0,1059157.0,60.2,20942.0,2.0
Machhlishahr,1,3,1474056.0,676977.0,45.9,55382.0,8.2,1,1,1751074.0,717824.0,41.0,24306.0,3.4,1,2,1891969.0,997902.0,52.7,172155.0,17.3,1,2,1777073.0,1034925.0,58.9,181.0,0.0,1,1,1940605.0,1060063.0,54.6,35850.0,3.4
Madhepura,10,11,1187490.0,695657.0,58.6,69987.0,10.1,10,8,1508361.0,756468.0,50.2,177621.0,23.5,10,11,1725578.0,1034799.0,60.0,56209.0,5.4,10,8,1874003.0,1147274.0,63.3,301527.0,26.3,10,8,2071166.0,1209695.0,58.4,174534.0,14.4
Madhubani,10,4,1257633.0,695136.0,55.3,87079.0,12.5,10,2,1397256.0,556572.0,39.8,9927.0,1.8,10,2,1627969.0,860453.0,52.9,20535.0,2.4,10,2,1780846.0,963708.0,54.4,454940.0,47.2,10,2,1934980.0,1027728.0,53.1,151945.0,14.8
Madurai,9,10,1344023.0,738136.0,54.9,132840.0,18.0,9,19,1022421.0,792011.0,77.5,140985.0,17.8,9,36,1441434.0,978346.0,67.9,197436.0,20.2,9,51,1521452.0,1016026.0,67.8,139395.0,13.7,9,51,1582271.0,986969.0,62.4,209409.0,21.2
Mahasamund,16,4,1169419.0,770599.0,65.9,118505.0,15.4,16,2,1369154.0,776337.0,56.7,51475.0,6.6,16,2,1515747.0,1131209.0,74.6,1217.0,0.1,16,2,1613418.0,1222335.0,77.1,90511.0,7.4,16,2,1762477.0,1326080.0,75.2,145456.0,11.0
Mainpuri,1,1,1211002.0,719797.0,59.4,337870.0,46.9,1,1,1399259.0,696701.0,49.8,173069.0,24.8,1,1,1653065.0,999265.0,60.5,364666.0,36.5,1,1,1681508.0,976518.0,58.5,94389.0,9.7,1,1,1790797.0,1054011.0,58.9,221639.0,21.0
Mandi,22,4,1065083.0,665196.0,62.5,66566.0,10.0,22,4,1112524.0,713687.0,64.2,13997.0,2.0,22,2,1150408.0,726094.0,63.1,39856.0,5.5,22,2,1150408.0,941371.0,82.3,405459.0,43.1,22,2,1364060.0,1015810.0,74.5,74755.0,7.4
Mandla,14,2,1095134.0,588178.0,53.7,64897.0,11.0,14,4,1528061.0,860093.0,56.3,65053.0,7.6,14,2,1824424.0,1218518.0,66.8,110469.0,9.1,14,2,1901547.0,1517255.0,81.5,97674.0,6.4,14,2,2101811.0,1535632.0,73.1,103846.0,6.8
Mandya,13,4,1198750.0,856067.0,71.4,124438.0,14.5,13,18,1499744.0,1031797.0,68.8,23500.0,2.3,13,18,1669262.0,1192638.0,71.5,5518.0,0.5,13,7,1684216.0,1379210.0,82.1,125876.0,9.1,13,18,1779243.0,1460267.0,82.1,284620.0,19.5
Mathura,1,4,1277346.0,601855.0,47.1,38132.0,6.3,1,13,1341649.0,726769.0,54.2,169613.0,23.3,1,2,1682260.0,1076868.0,64.0,330743.0,30.7,1,2,1748275.0,1102731.0,63.4,293471.0,26.6,1,2,1929550.0,957046.0,49.6,293407.0,30.7
Mathurapur,4,10,1113351.0,905415.0,81.3,82028.0,9.1,4,32,1227376.0,1049016.0,85.5,129963.0,12.4,4,32,1488784.0,1265531.0,85.0,138436.0,10.9,4,32,1810407.0,1401953.0,77.8,203974.0,14.5,4,32,1817068.0,1496024.0,82.0,201057.0,13.4
Mayurbhanj,12,21,990544.0,695815.0,70.3,7972.0,1.1,12,12,1173650.0,825506.0,70.3,66178.0,8.0,12,12,1327555.0,1053399.0,79.4,122866.0,11.7,12,2,1437970.0,1150357.0,81.5,25256.0,2.2,12,2,1542927.0,1174050.0,76.1,219334.0,18.7
Medak,0,0,1259126.0,899374.0,71.4,123766.0,13.8,0,0,1389721.0,1062584.0,76.5,6077.0,0.6,31,0,1536715.0,1191096.0,77.5,397029.0,33.3,31,0,1514728.0,1150223.0,77.0,316427.0,27.5,31,2,1828210.0,1386239.0,75.8,39139.0,2.8
Meerut,1,3,1329974.0,697471.0,52.4,69336.0,9.9,1,2,1508788.0,727732.0,48.2,47146.0,6.5,1,2,1764388.0,1113384.0,63.1,232326.0,20.9,1,2,1817780.0,1216413.0,67.3,4729.0,0.4,1,2,2000530.0,1182479.0,59.1,10585.0,0.9
Mirzapur,1,3,1630287.0,728003.0,44.7,36412.0,5.0,1,1,1405539.0,732859.0,52.1,19682.0,2.7,1,45,1720661.0,1007627.0,58.6,219079.0,21.7,1,54,1805890.0,1108965.0,62.3,232008.0,20.9,1,54,1906327.0,1105405.0,58.0,37810.0,3.4
Misrikh,1,3,1234107.0,551699.0,44.7,19403.0,3.5,1,3,1464770.0,607911.0,41.5,23292.0,3.8,1,2,1725585.0,998314.0,57.9,87363.0,8.8,1,2,1762049.0,1026668.0,58.8,100672.0,9.8,1,2,1878195.0,1051983.0,56.0,33406.0,3.2
Mizoram,23,26,549959.0,345372.0,62.8,23694.0,6.9,23,4,629374.0,332553.0,52.8,108955.0,32.8,23,4,702170.0,433201.0,61.7,6154.0,1.4,23,26,725057.0,499621.0,69.3,8140.0,1.6,23,68,856364.0,491336.0,57.4,68288.0,13.9
Mohanlalganj,1,1,1278376.0,571848.0,44.7,2568.0,0.4,1,1,1500237.0,694220.0,46.3,76595.0,11.0,1,2,1838194.0,1116588.0,60.7,145416.0,13.0,1,2,1915170.0,1269040.0,66.8,90229.0,7.1,1,1,2187232.0,1377452.0,63.0,70292.0,5.1
Moradabad,1,1,1353266.0,655173.0,48.4,35840.0,5.5,1,4,1388525.0,761683.0,54.9,49107.0,6.4,1,2,1772046.0,1127965.0,63.7,87504.0,7.8,1,1,1886615.0,1282206.0,68.3,97878.0,7.6,1,1,2059578.0,1283185.0,62.3,105762.0,8.2
Morena,14,2,1434889.0,486871.0,33.9,147320.0,30.3,14,2,1339897.0,710660.0,53.0,100997.0,14.2,14,2,1702492.0,854279.0,50.2,132981.0,15.6,14,2,1739025.0,1137290.0,65.5,113341.0,10.0,14,2,2006730.0,1187331.0,59.2,52530.0,4.4
Mumbai North,3,4,2377866.0,1119246.0,47.1,48271.0,4.3,3,4,1608924.0,685035.0,42.6,5779.0,0.8,3,2,1783870.0,946562.0,53.1,446582.0,47.2,3,2,1563706.0,989759.0,64.1,465247.0,47.0,3,2,1811942.0,1035493.0,57.2,357608.0,34.5
Mumbai North Central,3,4,1117487.0,514561.0,46.1,13329.0,2.6,3,4,1681985.0,664652.0,39.5,174555.0,26.3,3,2,1738894.0,845292.0,48.6,186771.0,22.1,3,2,1610246.0,901784.0,56.7,130005.0,14.4,3,4,1744128.0,910562.0,52.2,16514.0,1.8
Mumbai North East,3,4,1974560.0,925623.0,46.9,99400.0,10.7,3,15,1572890.0,667955.0,42.5,2933.0,0.4,3,2,1668357.0,861761.0,51.7,317122.0,36.8,3,2,1527514.0,908993.0,60.3,226486.0,24.9,3,66,1636890.0,926469.0,56.6,29861.0,3.2
Mumbai North West,3,4,1515745.0,747677.0,49.3,47358.0,6.3,3,4,1604992.0,707303.0,44.1,38387.0,5.4,3,6,1775428.0,895517.0,50.4,183028.0,20.4,3,6,1908991.0,941497.0,50.3,260328.0,27.7,3,6,1735088.0,954939.0,55.0,48.0,0.0
Mumbai South,3,4,620431.0,274343.0,44.2,10246.0,3.7,3,4,1589811.0,641597.0,40.4,112682.0,17.6,3,6,1485846.0,780715.0,52.5,128148.0,16.4,3,6,1537955.0,801611.0,53.1,100067.0,12.5,3,66,1536168.0,773113.0,50.3,52673.0,6.8
Mumbai South Central,3,6,704452.0,347937.0,49.4,22188.0,6.4,3,4,1515899.0,598877.0,39.5,75706.0,12.6,3,6,1447885.0,769060.0,53.1,138342.0,18.0,3,6,1388390.0,797250.0,58.4,152139.0,19.1,3,66,1474405.0,794524.0,53.9,53384.0,6.7
Murshidabad,4,4,1197170.0,1003469.0,83.8,15480.0,1.5,4,4,1192899.0,1052242.0,88.2,35647.0,3.4,4,10,1512098.0,1287763.0,85.2,18453.0,1.4,4,32,1824697.0,1453755.0,80.5,226417.0,15.6,4,32,1888097.0,1541559.0,81.7,164215.0,10.7
Muzaffarnagar,1,1,1521778.0,862387.0,56.7,69005.0,8.0,1,3,1370117.0,744973.0,54.4,20598.0,2.8,1,2,1588483.0,1107434.0,69.7,401150.0,36.2,1,2,1647368.0,1160071.0,70.7,6526.0,0.6,1,1,1817472.0,1078669.0,59.4,24672.0,2.3
Muzaffarpur,10,8,1237345.0,783974.0,63.4,9693.0,1.2,10,8,1339949.0,621870.0,46.4,47809.0,7.7,10,2,1551363.0,948887.0,61.2,222422.0,23.4,10,2,1710868.0,1058086.0,62.4,409988.0,38.7,10,2,1866106.0,1112460.0,59.6,234927.0,21.1
Mysore,13,2,1478718.0,957108.0,64.7,10150.0,1.1,13,4,1653991.0,974410.0,58.9,7691.0,0.8,13,2,1723134.0,1159594.0,67.3,31608.0,2.7,13,2,1873063.0,1318041.0,70.7,138647.0,10.5,13,2,2092222.0,1484473.0,71.0,139262.0,9.4
Nagaland,24,27,1041433.0,951684.0,91.4,452019.0,47.5,24,27,1321878.0,1189670.0,90.0,483021.0,40.6,24,46,1182948.0,1038910.0,87.8,400225.0,38.5,24,55,1190285.0,1006357.0,84.7,16344.0,1.6,24,4,1317536.0,760796.0,57.7,50984.0,6.7
Nagapattinam,9,19,1049004.0,749483.0,71.5,216223.0,28.8,9,19,982352.0,764572.0,77.8,47962.0,6.3,9,36,1210626.0,942202.0,77.8,106079.0,11.3,9,17,1292695.0,1002208.0,78.3,211353.0,21.1,9,17,1345120.0,973011.0,72.3,208957.0,21.5
Nagarkurnool,0,28,1296544.0,882624.0,68.1,99650.0,11.3,0,4,1460484.0,1027695.0,70.4,47767.0,4.6,31,4,1477338.0,1108968.0,75.1,16676.0,1.5,31,0,1501178.0,989847.0,66.8,189748.0,19.2,31,4,1738254.0,1219223.0,70.1,94414.0,7.7
Nagaur,2,2,1436070.0,630118.0,43.9,70627.0,11.2,2,4,1486307.0,610003.0,41.0,155137.0,25.4,2,2,1678662.0,1004019.0,59.8,75218.0,7.5,2,56,1741967.0,1203124.0,69.8,181260.0,15.1,2,56,2146725.0,1238473.0,57.7,42225.0,3.4
Nagpur,3,4,1630894.0,792180.0,48.6,99483.0,12.6,3,4,1738920.0,755714.0,43.5,24399.0,3.2,3,2,1900787.0,1085058.0,57.1,284828.0,26.3,3,2,2060047.0,1186051.0,57.8,216009.0,18.2,3,2,2223281.0,1211321.0,54.5,137603.0,11.4
Nalanda,10,8,1311971.0,895089.0,68.2,102396.0,11.4,10,8,1719503.0,568233.0,33.1,152677.0,26.9,10,8,1951967.0,921761.0,47.2,9627.0,1.0,10,8,1809760.0,1031286.0,57.5,256137.0,24.8,10,8,2288240.0,1144383.0,49.9,169114.0,14.8
Nalgonda,0,17,1605163.0,1046908.0,65.2,56151.0,5.4,0,4,1455016.0,1083684.0,74.5,152982.0,14.1,31,4,1495580.0,1189399.0,79.5,193156.0,16.2,31,4,1501209.0,1175703.0,78.7,25682.0,2.2,31,4,1725465.0,1296324.0,75.1,559905.0,43.2
Nanded,3,2,1445611.0,798771.0,55.3,24335.0,3.0,3,4,1439015.0,774850.0,53.9,74614.0,9.6,3,4,1687057.0,1013350.0,60.1,81455.0,8.0,3,2,1632971.0,1129350.0,69.5,40148.0,3.6,3,4,1851843.0,1128254.0,60.9,59442.0,5.3
Nandurbar,3,4,1218524.0,639614.0,52.5,107621.0,16.8,3,4,1455543.0,766408.0,52.7,79949.0,10.4,3,2,1672715.0,1116676.0,66.8,106905.0,9.6,3,2,1796321.0,1281738.0,72.6,95629.0,7.5,3,4,1970327.0,1393669.0,70.7,159120.0,11.4
Nashik,3,15,1522672.0,656071.0,43.1,15058.0,2.3,3,15,1448414.0,656930.0,45.4,22032.0,3.4,3,6,1593237.0,937405.0,58.8,187336.0,20.0,3,6,1764151.0,1121232.0,64.0,292204.0,26.1,3,66,2030124.0,1237204.0,60.9,162001.0,13.1
Nawada,10,11,1505472.0,1009961.0,67.1,56006.0,5.5,10,2,1397512.0,581583.0,41.6,34917.0,6.0,10,2,1675789.0,884441.0,52.8,140157.0,15.8,10,23,1892017.0,942462.0,51.7,148072.0,15.7,10,2,2006124.0,869870.0,43.4,67670.0,7.8
